"","total_claim_amount","pol_bonus","pol_coverage","pol_duration","pol_sit_duration","pol_pay_freq","pol_payd","pol_usage","pol_insee_code","drv_drv2","drv_age1","drv_age2","drv_sex1","drv_sex2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_fuel","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_type","vh_value","vh_weight"
"7420",-261.66,0.5,"Maxi",5,2,"Biannual","No","WorkPrivate","16124","No",58,0,"F","",36,0,7,1461,82,"Diesel","RENAULT","MEGANE",9,7,170,"Tourism",17050,1195
"7421",5494.58,0.5,"Maxi",15,1,"Monthly","No","WorkPrivate","31555","No",52,0,"F","",31,0,6,1870,120,"Diesel","RENAULT","SCENIC",7,6,188,"Tourism",25450,1530
"7422",77.18,0.6,"Median2",22,3,"Yearly","No","WorkPrivate","30215","Yes",49,43,"M","F",31,25,10,1997,90,"Diesel","CITROEN","XSARA",12,6,175,"Tourism",20750,1320
"7423",7735.53,0.6,"Maxi",4,1,"Quarterly","No","WorkPrivate","78486","No",30,0,"M","",10,0,8,2494,192,"Gasoline","BMW","Z4",8,6,235,"Tourism",36100,1290
"7424",370.37,0.5,"Median1",4,4,"Yearly","No","WorkPrivate","26196","Yes",60,59,"M","F",42,37,13,1896,64,"Diesel","VOLKSWAGEN","POLO",15,12,160,"Tourism",12593,960
"7425",-373.14,0.55,"Maxi",5,1,"Monthly","No","WorkPrivate","06088","No",63,0,"M","",44,0,2,1968,136,"Diesel","AUDI","A4",2,1,211,"Tourism",33230,1475
"7426",-108.97,0.5,"Maxi",5,2,"Yearly","No","WorkPrivate","92023","Yes",39,34,"M","F",21,12,6,1598,112,"Gasoline","RENAULT","MODUS",7,5,188,"Tourism",15150,1170
"7427",1410.48,0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","48095","No",58,0,"M","",31,0,3,1896,105,"Diesel","VOLKSWAGEN","GOLF",4,2,187,"Tourism",24160,1376
"7428",3562.33,0.5,"Median2",4,4,"Yearly","No","WorkPrivate","93007","No",73,0,"M","",40,0,10,2151,123,"Diesel","MERCEDES BENZ","VITO",12,8,163,"Commercial",24099,0
"7429",413.89,0.5,"Maxi",11,1,"Monthly","No","WorkPrivate","35276","No",35,0,"M","",16,0,9,1896,101,"Diesel","VOLKSWAGEN","BORA",11,6,188,"Tourism",20860,1280
"7430",1236,0.8,"Mini",5,3,"Biannual","No","WorkPrivate","06069","No",46,0,"F","",6,0,7,1461,66,"Diesel","RENAULT","CLIO",10,7,163,"Commercial",12678,950
"7431",1236,0.5,"Maxi",5,4,"Biannual","No","WorkPrivate","95018","Yes",42,42,"F","M",20,23,10,1870,102,"Diesel","RENAULT","SCENIC",11,10,174,"Tourism",20124,1290
"7432",2453.28,0.5,"Maxi",1,1,"Monthly","No","Professional","42112","No",42,0,"M","",18,0,9,2798,90,"Diesel","IVECO","DAILY",10,8,132,"Commercial",31989,0
"7433",1236,0.5,"Maxi",4,3,"Yearly","No","WorkPrivate","93047","Yes",44,41,"M","F",25,4,10,1598,108,"Gasoline","RENAULT","LAGUNA",11,6,195,"Tourism",19700,1270
"7434",185.09,0.72,"Mini",1,1,"Biannual","No","WorkPrivate","59350","No",60,0,"F","",25,0,23,1108,48,"Gasoline","RENAULT","SUPERCINQ",27,18,143,"Tourism",7890,715
"7435",289.79,0.5,"Median1",27,2,"Yearly","No","Professional","47172","Yes",60,20,"M","M",39,2,25,1588,71,"Diesel","VOLKSWAGEN","PASSAT",29,23,157,"Tourism",14248,1055
"7436",1336.4,0.5,"Maxi",8,1,"Yearly","No","WorkPrivate","71318","Yes",65,63,"M","F",46,45,1,1995,150,"Diesel","RENAULT","LAGUNA",4,2,210,"Tourism",29800,1480
"7437",309.53,0.5,"Maxi",14,1,"Monthly","No","WorkPrivate","42289","No",33,0,"F","",15,0,3,1560,90,"Diesel","PEUGEOT","207",4,1,182,"Tourism",19250,1264
"7438",804.02,0.5,"Maxi",1,1,"Biannual","No","WorkPrivate","76305","No",58,0,"M","",39,0,8,2179,101,"Diesel","CITROEN","JUMPER",9,7,140,"Commercial",25056,0
"7439",266.95,0.5,"Median2",4,1,"Biannual","Yes","Retired","79322","Yes",73,77,"F","M",34,58,15,954,51,"Gasoline","CITROEN","AX",19,18,149,"Tourism",8004,1140
"7440",357.66,0.5,"Median1",10,1,"Monthly","No","WorkPrivate","52399","Yes",39,36,"M","F",20,18,12,1761,90,"Gasoline","CITROEN","XSARA",13,11,182,"Tourism",14178,1146
"7441",273.84,0.76,"Maxi",5,4,"Monthly","No","WorkPrivate","94058","Yes",28,50,"F","F",7,16,5,1149,59,"Gasoline","RENAULT","TWINGO",11,5,151,"Tourism",10138,823
"7442",205.69,0.5,"Median2",3,2,"Monthly","No","Professional","60086","No",43,0,"M","",25,0,4,1461,68,"Diesel","RENAULT","KANGOO",6,3,148,"Commercial",17521,1120
"7443",159.88,0.7,"Maxi",29,2,"Biannual","No","Retired","11069","Yes",63,34,"M","F",41,16,3,1997,136,"Diesel","PEUGEOT","407",7,4,203,"Tourism",30600,1635
"7444",1010.41,0.52,"Median2",10,10,"Yearly","No","Professional","75103","No",63,0,"M","",45,0,13,1998,132,"Gasoline","PEUGEOT","406",14,13,203,"Tourism",26039,1342
"7445",1565.45,0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","93005","No",42,0,"F","",23,0,3,1560,90,"Diesel","PEUGEOT","207",5,2,182,"Tourism",18750,1205
"7446",1372.91,0.5,"Maxi",30,3,"Yearly","No","Retired","10081","No",68,0,"F","",47,0,4,1364,90,"Gasoline","OPEL","CORSA",5,2,173,"Tourism",15250,1075
"7447",-1682.39,0.5,"Maxi",24,2,"Yearly","No","Retired","86214","No",83,0,"M","",64,0,2,1124,60,"Gasoline","CITROEN","C2",8,6,158,"Tourism",11200,932
"7448",-369.68,0.5,"Maxi",10,2,"Biannual","No","WorkPrivate","44109","Yes",54,57,"F","M",35,36,2,998,68,"Gasoline","CITROEN","C1",6,2,157,"Tourism",8700,845
"7449",1500.14,0.5,"Median1",14,3,"Monthly","No","WorkPrivate","59122","Yes",50,23,"F","F",32,4,16,1905,70,"Diesel","CITROEN","XANTIA",18,14,160,"Tourism",19575,1210
"7450",1236,0.95,"Maxi",1,1,"Monthly","No","WorkPrivate","72358","Yes",26,31,"M","F",8,12,6,1968,140,"Diesel","AUDI","A4",7,5,212,"Tourism",33150,1470
"7451",1074.92,0.54,"Median2",1,1,"Monthly","No","WorkPrivate","75120","No",40,0,"M","",20,0,12,1984,116,"Gasoline","VOLKSWAGEN","BORA",12,11,195,"Tourism",20977,1292
"7452",1019.78,0.5,"Maxi",26,2,"Quarterly","No","Retired","69386","No",84,0,"M","",65,0,12,1587,90,"Gasoline","PEUGEOT","306",13,12,179,"Tourism",17303,1090
"7453",2461.11,0.5,"Maxi",14,2,"Biannual","No","WorkPrivate","37122","No",48,0,"M","",29,0,4,1398,68,"Diesel","PEUGEOT","207",5,4,166,"Tourism",16500,1186
"7454",772.61,0.5,"Maxi",4,1,"Monthly","No","WorkPrivate","62894","Yes",43,41,"M","F",20,14,1,1461,86,"Diesel","RENAULT","MEGANE",3,1,175,"Tourism",19900,1215
"7455",2546.21,0.5,"Maxi",11,1,"Biannual","No","WorkPrivate","68066","Yes",33,30,"M","F",15,8,2,1798,127,"Gasoline","MAZDA","MX5",5,1,196,"Tourism",27650,1080
"7456",1010.41,0.72,"Median2",9,4,"Biannual","No","WorkPrivate","76463","No",56,0,"M","",36,0,8,2982,164,"Diesel","TOYOTA","LAND CRUISER",8,5,165,"Tourism",39650,2120
"7457",30.44,0.5,"Maxi",2,2,"Yearly","No","Retired","93029","No",69,0,"M","",47,0,14,2497,150,"Diesel","MERCEDES BENZ","C250",16,13,210,"Tourism",32167,1443
"7458",202.85,0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","75115","Yes",53,53,"F","M",29,35,14,1997,136,"Gasoline","MERCEDES BENZ","SLK",15,13,208,"Tourism",31100,1320
"7459",-1102.56,0.5,"Maxi",16,3,"Yearly","No","Professional","16400","Yes",57,32,"M","M",37,14,3,2464,120,"Diesel","RENAULT","MASTER",4,1,147,"Commercial",32292,1887
"7460",206.22,0.5,"Maxi",5,4,"Biannual","No","WorkPrivate","13210","Yes",54,59,"F","M",29,35,5,998,68,"Gasoline","CITROEN","C1",6,2,157,"Tourism",8700,845
"7461",360.78,0.5,"Maxi",11,2,"Biannual","No","Retired","03190","Yes",73,75,"M","F",53,54,2,1461,106,"Diesel","RENAULT","MEGANE",3,1,190,"Tourism",24550,1215
"7462",1770.03,0.5,"Median2",12,2,"Yearly","No","WorkPrivate","57463","No",41,0,"M","",23,0,9,1587,109,"Gasoline","CITROEN","XSARA",11,9,197,"Tourism",15950,1241
"7463",1334.05,0.5,"Maxi",4,1,"Biannual","No","WorkPrivate","95203","Yes",50,22,"F","F",31,2,5,1598,113,"Gasoline","RENAULT","MEGANE",8,6,193,"Tourism",19250,1200
"7464",140.44,0.5,"Maxi",27,10,"Yearly","No","WorkPrivate","15014","No",97,0,"F","",65,0,27,1272,55,"Gasoline","VOLKSWAGEN","GOLF",26,21,151,"Tourism",10672,845
"7465",813.23,0.5,"Maxi",3,1,"Biannual","No","WorkPrivate","74011","Yes",55,23,"F","F",32,4,1,1396,90,"Diesel","KIA","VENGA",2,1,167,"Tourism",18890,1270
"7466",2615.13,0.5,"Maxi",3,2,"Yearly","No","Retired","30007","No",63,0,"M","",44,0,2,1997,140,"Diesel","CITROEN","C5",3,1,200,"Tourism",29800,1655
"7467",1466.96,0.5,"Maxi",21,5,"Yearly","No","Retired","24557","Yes",88,35,"F","F",44,16,16,1237,55,"Gasoline","RENAULT","TWINGO",17,14,150,"Tourism",9529,790
"7468",1602.36,0.5,"Maxi",13,2,"Yearly","No","Retired","38160","No",81,0,"M","",51,0,2,1910,101,"Diesel","OPEL","ZAFIRA",6,6,174,"Tourism",21400,1538
"7469",-1013.67,0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","46148","Yes",39,37,"M","F",21,18,4,1870,131,"Diesel","RENAULT","SCENIC",5,2,192,"Tourism",26450,1430
"7470",885.91,0.5,"Median1",25,1,"Biannual","No","WorkPrivate","34113","No",57,0,"M","",38,0,12,1783,116,"Gasoline","RENAULT","LAGUNA",12,11,203,"Tourism",19971,1265
"7471",2683.76,0.5,"Maxi",21,5,"Monthly","No","WorkPrivate","87041","No",53,0,"M","",33,0,7,1461,66,"Diesel","RENAULT","KANGOO",8,6,146,"Tourism",15850,1120
"7472",685.03,0.5,"Maxi",19,2,"Yearly","No","WorkPrivate","80001","Yes",48,49,"F","M",30,31,7,2230,161,"Gasoline","CITROEN","C8",9,6,196,"Tourism",30550,1648
"7473",309.17,0.5,"Median2",2,1,"Yearly","Yes","Professional","22050","No",63,0,"M","",45,0,14,1149,59,"Gasoline","RENAULT","TWINGO",15,12,152,"Tourism",9620,823
"7474",758.04,0.5,"Maxi",2,2,"Biannual","No","Professional","64109","No",44,0,"M","",25,0,2,1997,120,"Diesel","PEUGEOT","EXPERT",4,2,160,"Commercial",28644,1702
"7475",982.11,0.5,"Maxi",25,3,"Biannual","No","Professional","75113","No",46,0,"M","",26,0,8,2148,143,"Diesel","MERCEDES BENZ","C220",10,7,220,"Tourism",29350,1520
"7476",1323.18,0.62,"Maxi",10,1,"Biannual","No","WorkPrivate","22050","No",57,0,"M","",37,0,12,1598,101,"Gasoline","OPEL","ZAFIRA",12,9,176,"Tourism",19400,1300
"7477",359.22,0.54,"Maxi",27,7,"Biannual","No","Retired","67482","No",76,0,"M","",38,0,9,1870,102,"Diesel","RENAULT","SCENIC",11,10,174,"Tourism",20124,1290
"7478",76.22,0.5,"Maxi",18,4,"Yearly","No","WorkPrivate","64439","Yes",71,38,"M","F",47,19,17,954,45,"Gasoline","PEUGEOT","106",19,17,145,"Tourism",9818,850
"7479",3705.93,0.51,"Maxi",2,2,"Monthly","No","WorkPrivate","06152","Yes",33,33,"F","M",15,14,2,1686,101,"Diesel","OPEL","MERIVA",8,2,178,"Tourism",18120,1380
"7480",-220.71,0.5,"Median2",6,6,"Biannual","No","WorkPrivate","69244","No",38,0,"M","",19,0,11,1360,75,"Gasoline","PEUGEOT","306",13,12,165,"Tourism",12547,1020
"7481",710.45,0.51,"Maxi",1,1,"Monthly","No","WorkPrivate","09019","Yes",48,50,"M","F",28,31,4,1560,109,"Diesel","CITROEN","XSARA",6,4,183,"Tourism",25000,1313
"7482",1236,0.58,"Maxi",16,2,"Monthly","No","WorkPrivate","01263","Yes",58,21,"M","F",39,3,9,1896,131,"Diesel","AUDI","A4",11,7,207,"Tourism",30190,1395
"7483",1236,0.5,"Median2",20,2,"Monthly","No","WorkPrivate","34172","No",47,0,"M","",27,0,14,1390,60,"Gasoline","VOLKSWAGEN","POLO",16,13,160,"Tourism",11312,910
"7484",99.31,0.72,"Median2",6,6,"Biannual","No","WorkPrivate","21231","Yes",29,31,"M","F",11,11,15,1391,60,"Gasoline","VOLKSWAGEN","GOLF",20,18,156,"Tourism",11552,960
"7485",931.12,0.5,"Median2",8,6,"Biannual","No","Professional","18030","No",49,0,"M","",26,0,10,2446,86,"Diesel","PEUGEOT","BOXER",17,9,125,"Commercial",26529,0
"7486",245.54,0.5,"Maxi",4,3,"Yearly","No","Professional","73008","Yes",66,63,"M","F",47,41,15,2290,200,"Gasoline","SAAB","9000",18,14,235,"Tourism",39180,1465
"7487",1236,0.5,"Maxi",6,1,"Yearly","No","Retired","83047","Yes",62,65,"F","M",42,46,6,1997,136,"Diesel","PEUGEOT","407",7,6,208,"Tourism",25700,1580
"7488",253.75,0.51,"Median1",6,1,"Yearly","No","WorkPrivate","86082","No",32,0,"M","",13,0,17,1870,66,"Diesel","RENAULT","CLIO",21,15,161,"Tourism",12120,905
"7489",56.19,0.5,"Maxi",21,3,"Monthly","No","Retired","47049","Yes",61,62,"F","M",41,30,6,1390,98,"Gasoline","RENAULT","CLIO",6,5,183,"Tourism",13350,1135
"7490",101.62,0.5,"Median2",22,1,"Biannual","Yes","WorkPrivate","63108","No",79,0,"M","",47,0,12,1905,70,"Diesel","PEUGEOT","306",13,12,160,"Tourism",14376,1080
"7491",336.3,0.5,"Median1",1,1,"Monthly","No","Retired","59153","No",62,0,"M","",34,0,13,1527,58,"Diesel","CITROEN","SAXO",13,11,158,"Tourism",10901,890
"7492",368.38,0.6,"Maxi",7,2,"Monthly","No","WorkPrivate","72127","Yes",41,44,"M","F",20,20,7,1870,120,"Diesel","RENAULT","SCENIC",7,6,188,"Tourism",25450,1530
"7493",580.25,0.5,"Maxi",2,2,"Monthly","No","Professional","81105","No",51,0,"M","",33,0,4,1560,90,"Diesel","FIAT","SCUDO",4,1,145,"Commercial",28008,1661
"7494",471.08,0.5,"Maxi",8,1,"Biannual","No","WorkPrivate","80131","Yes",53,53,"M","F",33,22,5,1560,109,"Diesel","CITROEN","XSARA",6,4,183,"Tourism",25000,1313
"7495",1452.96,0.5,"Maxi",3,3,"Yearly","No","Retired","65440","No",83,0,"M","",47,0,12,1799,123,"Gasoline","MERCEDES BENZ","C180",13,11,193,"Tourism",26847,1350
"7496",395.15,0.5,"Maxi",3,3,"Biannual","No","WorkPrivate","78383","Yes",47,46,"M","F",29,23,7,1997,90,"Diesel","CITROEN","XSARA",10,6,175,"Tourism",22450,1300
"7497",1236,0.5,"Maxi",14,3,"Biannual","No","Retired","95203","No",88,0,"M","",58,0,4,1398,68,"Diesel","CITROEN","C3",9,1,158,"Tourism",18150,1058
"7498",2921.47,0.5,"Maxi",5,4,"Quarterly","No","Professional","66223","Yes",44,52,"M","F",26,33,5,1753,90,"Diesel","FORD","TOURNEO",9,3,158,"Tourism",18550,3060
"7499",1445.46,0.5,"Maxi",14,2,"Monthly","No","WorkPrivate","83069","Yes",47,42,"M","F",28,24,3,1461,106,"Diesel","RENAULT","KANGOO",4,1,170,"Tourism",20600,1430
"7500",1841.87,0.5,"Maxi",14,1,"Biannual","No","Retired","65062","Yes",65,61,"M","F",46,37,2,2179,161,"Diesel","LAND ROVER","FREELANDER",2,1,181,"Tourism",25900,1815
"7501",3668.19,0.5,"Maxi",16,1,"Yearly","Yes","Retired","84105","No",81,0,"M","",56,0,6,1587,109,"Gasoline","PEUGEOT","1007",6,5,190,"Tourism",16750,1291
"7502",389.96,0.5,"Median1",3,2,"Monthly","No","WorkPrivate","83061","No",48,0,"M","",27,0,12,1796,120,"Gasoline","LAND ROVER","FREELANDER",13,11,165,"Tourism",20581,1480
"7503",335.67,0.52,"Maxi",8,2,"Yearly","No","Retired","44079","No",67,0,"F","",48,0,7,1360,74,"Gasoline","CITROEN","C3",9,9,162,"Tourism",12950,1095
"7504",-387.86,0.6,"Mini",10,2,"Yearly","No","WorkPrivate","03185","No",30,0,"M","",12,0,14,1149,59,"Gasoline","RENAULT","CLIO",15,14,160,"Tourism",11556,855
"7505",231.85,0.5,"Maxi",28,4,"Yearly","No","WorkPrivate","44215","No",67,0,"M","",46,0,5,1461,68,"Diesel","RENAULT","KANGOO",6,5,148,"Tourism",15600,1160
"7506",492.7,0.5,"Maxi",27,4,"Biannual","No","WorkPrivate","31555","Yes",58,61,"M","F",35,40,4,1896,105,"Diesel","VOLKSWAGEN","GOLF PLUS",6,4,183,"Tourism",21100,1287
"7507",108.66,0.5,"Maxi",16,2,"Biannual","No","Retired","29232","No",74,0,"F","",53,0,3,1997,136,"Diesel","PEUGEOT","407",6,4,205,"Tourism",29300,1561
"7508",1712.62,0.5,"Maxi",5,5,"Biannual","No","Retired","38544","No",66,0,"M","",30,0,5,1461,86,"Diesel","RENAULT","CLIO",6,5,174,"Tourism",15050,1165
"7509",-147.78,1.12,"Maxi",17,3,"Biannual","No","WorkPrivate","73215","No",44,0,"M","",25,0,7,2477,116,"Diesel","MITSUBISHI","L200",10,7,152,"Commercial",27700,1610
"7510",462.29,0.5,"Maxi",26,2,"Yearly","No","WorkPrivate","05037","Yes",53,20,"F","F",33,2,2,998,68,"Gasoline","PEUGEOT","107",6,1,157,"Tourism",9450,790
"7511",1240.89,0.5,"Median1",6,2,"Biannual","No","WorkPrivate","29027","No",37,0,"M","",15,0,19,1580,116,"Gasoline","PEUGEOT","205",25,19,196,"Tourism",13950,970
"7512",1663.26,0.5,"Maxi",14,2,"Biannual","No","Professional","03190","Yes",43,45,"M","F",25,26,2,1398,68,"Diesel","CITROEN","C3",6,6,158,"Tourism",18650,1058
"7513",1236,0.5,"Maxi",8,2,"Monthly","No","WorkPrivate","24295","No",46,0,"M","",22,0,4,1796,164,"Gasoline","MERCEDES BENZ","SLK",7,3,230,"Tourism",39300,1315
"7514",672.6,0.5,"Maxi",15,4,"Yearly","No","WorkPrivate","55029","Yes",55,30,"M","M",37,12,4,1995,150,"Diesel","NISSAN","QASHQAI",4,1,185,"Tourism",33000,1529
"7515",-820.63,0.5,"Maxi",5,4,"Yearly","No","WorkPrivate","59609","Yes",43,38,"M","F",22,19,5,1587,109,"Gasoline","CITROEN","XSARA",6,5,180,"Tourism",20450,1268
"7516",93,0.5,"Median2",8,1,"Monthly","No","WorkPrivate","29191","Yes",39,46,"F","M",21,28,11,1598,111,"Gasoline","RENAULT","SCENIC",12,11,185,"Tourism",17517,1260
"7517",74,0.5,"Maxi",29,7,"Yearly","No","Retired","71070","No",76,0,"M","",43,0,8,1870,120,"Diesel","RENAULT","SCENIC",8,6,188,"Tourism",24150,1430
"7518",435.61,0.68,"Maxi",2,2,"Monthly","No","WorkPrivate","80427","No",29,0,"F","",9,0,7,1997,90,"Diesel","PEUGEOT","206",12,6,180,"Tourism",16200,1010
"7519",693.06,0.5,"Maxi",9,1,"Biannual","No","WorkPrivate","35238","No",57,0,"M","",37,0,8,2993,218,"Diesel","BMW","530",8,6,245,"Tourism",45200,1670
"7520",92.57,0.76,"Maxi",8,1,"Biannual","No","WorkPrivate","38538","No",33,0,"F","",11,0,1,1242,70,"Gasoline","FIAT","500",2,1,160,"Tourism",13900,865
"7521",842.36,0.62,"Maxi",13,1,"Biannual","No","Retired","91421","No",83,0,"F","",50,0,12,1360,75,"Gasoline","PEUGEOT","306",13,12,165,"Tourism",12547,1020
"7522",-362.08,0.6,"Mini",10,2,"Biannual","No","WorkPrivate","68224","No",61,0,"M","",41,0,15,1998,124,"Gasoline","PEUGEOT","405",19,17,197,"Tourism",18843,1021
"7523",2378.58,0.57,"Maxi",11,2,"Biannual","No","WorkPrivate","34172","No",38,0,"F","",13,0,2,998,68,"Gasoline","CITROEN","C1",6,2,157,"Tourism",8700,845
"7524",334.02,0.95,"Median1",1,1,"Monthly","No","WorkPrivate","74141","No",20,0,"M","",1,0,20,1588,55,"Diesel","VOLKSWAGEN","GOLF",27,21,148,"Tourism",12574,900
"7525",201.19,0.5,"Maxi",4,1,"Quarterly","No","WorkPrivate","68066","No",52,0,"M","",23,0,10,3222,198,"Diesel","MERCEDES BENZ","E320",12,9,230,"Tourism",44640,1660
"7526",69.97,0.5,"Maxi",11,1,"Monthly","No","WorkPrivate","76498","No",41,0,"F","",18,0,2,1461,68,"Diesel","RENAULT","CLIO",2,1,162,"Tourism",15750,1165
"7527",97.21,0.5,"Median1",8,8,"Yearly","No","WorkPrivate","33341","No",45,0,"M","",25,0,10,1998,101,"Diesel","FORD","TRANSIT",11,5,152,"Commercial",22903,0
"7528",-46.71,0.6,"Maxi",5,2,"Yearly","No","WorkPrivate","93047","No",27,0,"F","",9,0,12,1124,60,"Gasoline","PEUGEOT","206",13,11,158,"Tourism",10504,910
"7529",764.91,0.58,"Maxi",5,1,"Monthly","No","WorkPrivate","57724","No",41,0,"M","",19,0,8,1997,109,"Diesel","PEUGEOT","307",10,7,193,"Tourism",21300,1260
"7530",562.49,0.5,"Maxi",13,1,"Yearly","No","WorkPrivate","14092","No",41,0,"M","",23,0,1,1560,93,"Diesel","PEUGEOT","207",1,1,182,"Tourism",19950,1247
"7531",362.35,0.5,"Median1",9,2,"Monthly","No","Retired","64558","No",65,0,"M","",47,0,13,954,51,"Gasoline","PEUGEOT","106",15,13,150,"Tourism",9590,815
"7532",393.48,0.5,"Maxi",23,13,"Yearly","No","WorkPrivate","64315","No",53,0,"M","",30,0,14,954,51,"Gasoline","PEUGEOT","106",15,13,150,"Tourism",9590,815
"7533",2355.95,0.51,"Maxi",3,1,"Monthly","No","WorkPrivate","06075","Yes",69,68,"M","M",48,45,1,1997,140,"Diesel","PEUGEOT","407",1,1,203,"Tourism",31200,1537
"7534",205.95,0.5,"Median2",21,1,"Biannual","No","WorkPrivate","54099","Yes",54,51,"M","F",33,33,14,1905,71,"Diesel","PEUGEOT","306",18,15,162,"Tourism",14773,1080
"7535",4526.7,0.57,"Median1",23,1,"Yearly","No","WorkPrivate","92026","No",52,0,"F","",30,0,12,1761,90,"Gasoline","CITROEN","XSARA",13,11,182,"Tourism",14788,1084
"7536",509.65,0.5,"Maxi",11,1,"Monthly","No","WorkPrivate","33199","No",38,0,"M","",19,0,3,1149,75,"Gasoline","RENAULT","MODUS",3,1,163,"Tourism",14450,1150
"7537",1600.03,0.5,"Maxi",16,9,"Yearly","No","WorkPrivate","39325","No",73,0,"F","",46,0,9,1364,75,"Diesel","TOYOTA","YARIS",10,6,170,"Tourism",13350,1025
"7538",586.79,0.54,"Median1",4,2,"Monthly","No","WorkPrivate","67447","No",37,0,"F","",17,0,17,2068,89,"Diesel","RENAULT","ESPACE",18,15,160,"Tourism",26694,1350
"7539",1010.41,0.5,"Median2",1,1,"Yearly","No","Retired","59550","No",65,0,"M","",44,0,11,2953,158,"Diesel","NISSAN","PATROL",11,7,160,"Commercial",35300,2200
"7540",60.29,0.5,"Maxi",2,2,"Yearly","No","Retired","57463","No",70,0,"M","",49,0,2,1461,86,"Diesel","RENAULT","CLIO",4,2,174,"Tourism",17200,1205
"7541",61.49,0.76,"Maxi",6,2,"Biannual","No","WorkPrivate","38538","No",25,0,"F","",6,0,7,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",11950,950
"7542",1218.85,0.5,"Maxi",1,1,"Yearly","No","Retired","83063","No",87,0,"M","",43,0,11,599,55,"Gasoline","SMART","CABRIO",11,11,135,"Tourism",10885,720
"7543",4442.61,0.5,"Maxi",22,1,"Biannual","No","Retired","54578","No",64,0,"M","",45,0,1,1560,109,"Diesel","PEUGEOT","5008",2,1,185,"Tourism",27100,1503
"7544",1733.62,0.5,"Maxi",10,1,"Biannual","No","WorkPrivate","69256","Yes",49,50,"F","M",30,23,1,1149,59,"Gasoline","RENAULT","CLIO",9,8,160,"Tourism",12350,890
"7545",1236,0.6,"Median2",3,2,"Yearly","No","Professional","92036","No",54,0,"M","",35,0,9,1998,101,"Diesel","FORD","TRANSIT",11,5,152,"Commercial",22903,0
"7546",1236,0.5,"Maxi",1,1,"Yearly","No","Professional","64024","No",44,0,"M","",20,0,8,1868,70,"Diesel","PEUGEOT","PARTNER",9,4,142,"Commercial",14352,1155
"7547",300,0.5,"Median2",27,7,"Quarterly","No","WorkPrivate","66088","No",53,0,"M","",31,0,15,1753,60,"Diesel","FORD","FIESTA",16,13,158,"Tourism",11084,1010
"7548",871.4,0.5,"Maxi",10,4,"Yearly","No","Professional","38544","No",64,0,"F","",41,0,4,1328,93,"Gasoline","SUZUKI","SWIFT",6,4,175,"Tourism",13280,990
"7549",1259.04,1,"Maxi",1,1,"Monthly","No","WorkPrivate","93048","No",25,0,"F","",7,0,3,1364,90,"Diesel","TOYOTA","YARIS",4,2,175,"Tourism",16300,1055
"7550",1236,0.5,"Maxi",6,1,"Yearly","No","WorkPrivate","67482","No",50,0,"M","",32,0,7,1686,101,"Diesel","OPEL","ASTRA",7,6,181,"Tourism",21770,1365
"7551",130.11,0.9,"Maxi",3,2,"Monthly","No","WorkPrivate","34272","Yes",29,37,"F","M",4,19,6,1461,82,"Diesel","RENAULT","MODUS",7,6,168,"Tourism",16500,1185
"7552",727.03,0.5,"Maxi",10,2,"Biannual","No","Professional","35172","No",65,0,"M","",47,0,4,2999,158,"Diesel","CITROEN","JUMPER",5,2,165,"Commercial",35162,2025
"7553",675.4,0.5,"Maxi",14,3,"Monthly","No","WorkPrivate","89118","Yes",51,22,"M","M",32,111,3,2231,136,"Diesel","TOYOTA","COROLLA",6,2,195,"Tourism",25900,1515
"7554",188.79,0.9,"Median2",4,1,"Quarterly","No","WorkPrivate","60463","No",25,0,"M","",7,0,10,1461,66,"Diesel","RENAULT","CLIO",10,8,163,"Tourism",13050,960
"7555",558.75,0.54,"Maxi",7,4,"Monthly","No","WorkPrivate","29160","No",31,0,"F","",12,0,8,1997,90,"Diesel","PEUGEOT","307",9,6,174,"Tourism",18450,1243
"7556",498.6,0.5,"Median1",2,2,"Biannual","No","WorkPrivate","49225","Yes",37,42,"F","M",19,17,11,1870,102,"Diesel","RENAULT","SCENIC",11,10,174,"Tourism",20124,1290
"7557",1010.41,0.5,"Maxi",25,2,"Yearly","No","WorkPrivate","30325","No",55,0,"F","",35,0,5,1560,109,"Diesel","PEUGEOT","307",7,6,192,"Tourism",22900,1512
"7558",380.4,0.5,"Maxi",8,2,"Biannual","No","WorkPrivate","81065","No",46,0,"M","",21,0,11,1998,109,"Diesel","PEUGEOT","406",13,8,185,"Tourism",22100,1535
"7559",1010.41,0.5,"Median2",5,5,"Monthly","No","WorkPrivate","45274","No",52,0,"M","",33,0,8,1587,109,"Gasoline","CITROEN","C3",9,3,193,"Tourism",16950,1063
"7560",2453.28,0.8,"Maxi",20,2,"Biannual","No","WorkPrivate","92044","No",42,0,"M","",21,0,2,998,68,"Gasoline","PEUGEOT","107",6,1,157,"Tourism",9450,790
