"","total_claim_amount","pol_bonus","pol_duration","pol_sit_duration","pol_insee_code","drv_age1","drv_age2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_value","vh_weight","pol_coverageMaxi","pol_coverageMedian1","pol_coverageMedian2","pol_coverageMini","pol_pay_freqMonthly","pol_pay_freqQuarterly","pol_pay_freqYearly","pol_paydYes","pol_usageProfessional","pol_usageRetired","pol_usageWorkPrivate","vh_fuelGasoline","vh_fuelHybrid","vh_typeTourism","drv_sex1"
"4829",335.03,0,0.72972972972973,0.0526315789473684,63,0.785714285714286,0.239130434782609,0.509090909090909,1,0.0943396226415094,0.221713413470712,0.187755102040816,34,33,0.166666666666667,0.142857142857143,0.53968253968254,0.147540230589028,0.3728125,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"4830",2443.38,0.283018867924528,0.189189189189189,0.105263157894737,33,0.511904761904762,0,0.390909090909091,0,0.0377358490566038,0.334668956306048,0.312244897959184,34,54,0.0740740740740741,0.0612244897959184,0.703703703703704,0.278069544180919,0.5234375,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
"4831",3698.23,0.00943396226415095,0.0810810810810811,0.0526315789473684,74,0.25,0.434782608695652,0.172727272727273,0.189189189189189,0.0566037735849057,0.197672199961839,0.140816326530612,37,201,0.0925925925925926,0.0612244897959184,0.455026455026455,0.126869899404388,0.3671875,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"4832",527.06,0.113207547169811,0.189189189189189,0,69,0.297619047619048,0,0.209090909090909,0,0.0377358490566038,0.109330280480824,0.108163265306122,48,531,0.0925925925925926,0.0204081632653061,0.354497354497354,0.0847636692134556,0.30625,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"4833",559.54,0,0.405405405405405,0.105263157894737,13,0.416666666666667,0,0.227272727272727,0,0.0377358490566038,0.184125166952872,0.118367346938776,8,333,0.0925925925925926,0.0408163265306122,0.391534391534392,0.0514614689715362,0.340625,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"4834",82.32,0.169811320754717,0.324324324324324,0,77,0.226190476190476,0.358695652173913,0.163636363636364,0.126126126126126,1,0.0801373783629078,0.0183673469387755,37,228,1,1,0.0634920634920635,0,0.3625,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
"4835",944.69,0,0.621621621621622,0,20,0.702380952380952,0.793478260869565,0.409090909090909,0.306306306306306,0.113207547169811,0.133371493989697,0.0877551020408163,34,15,0.185185185185185,0.142857142857143,0.37037037037037,0.080935830105189,0.284375,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"4836",1389.48,0,0.0540540540540541,0,53,0.273809523809524,0,0.163636363636364,0,0,0.138141576035108,0.0857142857142857,37,201,0.148148148148148,0.142857142857143,0.380952380952381,0.0878259405000689,0.278125,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"4837",2683.76,0,0.594594594594595,0.0526315789473684,5,0.357142857142857,0.521739130434783,0.245454545454545,0.261261261261261,0.0188679245283019,0.155886281244037,0.1,14,406,0.0925925925925926,0,0.354497354497354,0.0965534136669167,0.3171875,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"4838",610.93,0,0.027027027027027,0,75,0.392857142857143,0,0.3,0,0.0943396226415094,0.483304712841061,0.326530612244898,37,254,0.148148148148148,0.0816326530612245,0.619047619047619,0.321706910015158,0.5765625,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"4839",958.34,0,0.0540540540540541,0.0526315789473684,75,0.321428571428571,0.380434782608696,0.227272727272727,0.027027027027027,0.0943396226415094,0.155504674680404,0.1,32,355,0.12962962962963,0.0408163265306122,0.349206349206349,0.0782563427294024,0.30625,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
"4840",777.59,0,0.783783783783784,0.526315789473684,16,0.678571428571429,0,0.309090909090909,0,0.283018867924528,0.22343064300706,0.177551020408163,0,119,0.277777777777778,0.26530612244898,0.513227513227513,0.104155502135934,0.3671875,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
"4841",4509.48,0,0.648648648648649,0.0526315789473684,68,0.428571428571429,0,0.318181818181818,0,0.0188679245283019,0.197672199961839,0.140816326530612,37,352,0.037037037037037,0.0204081632653061,0.46031746031746,0.158564407220836,0.3796875,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
"4842",3468.01,0,0.675675675675676,0,56,0.488095238095238,0.260869565217391,0.372727272727273,0.036036036036036,0.0943396226415094,0.197672199961839,0.1,37,201,0.166666666666667,0.142857142857143,0.396825396825397,0.0931849152516421,0.3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"4843",82.76,0,0.027027027027027,0.0526315789473684,74,0.380952380952381,0.217391304347826,0.245454545454545,0.018018018018018,0.150943396226415,0.280671627551994,0.148979591836735,42,209,0.203703703703704,0.204081632653061,0.486772486772487,0.0983065639785029,0.3621875,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
"4844",236.57,0,0.378378378378378,0.105263157894737,22,0.547619047619048,0,0.418181818181818,0,0.433962264150943,0.256439610761305,0.0877551020408163,7,159,0.481481481481481,0.244897959183673,0.243386243386243,0.0866010319854236,0.478125,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
"4845",1236,0,0.783783783783784,0.0526315789473684,10,0.464285714285714,0,0.345454545454545,0,0.264150943396226,0.395726006487312,0.118367346938776,37,487,0.296296296296296,0.244897959183673,0.19047619047619,0.149936457870803,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"4846",1270.87,0,0.243243243243243,0.0526315789473684,74,0.583333333333333,0.717391304347826,0.418181818181818,0.396396396396396,0.0188679245283019,0.299561152451822,0.271428571428571,37,326,0.037037037037037,0.0204081632653061,0.645502645502645,0.245150127849826,0.464375,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"4847",203.33,0,0.324324324324324,0.157894736842105,0,0.642857142857143,0.380434782608696,0.445454545454545,0.144144144144144,0.283018867924528,0.25510398778859,0.177551020408163,34,32,0.314814814814815,0.285714285714286,0.486772486772487,0.126211511077766,0.3375,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
"4848",81.42,0,0.756756756756757,0.157894736842105,74,0.535714285714286,0.271739130434783,0.363636363636364,0.0630630630630631,0.264150943396226,0.14233924823507,0.0877551020408163,37,201,0.333333333333333,0.285714285714286,0.354497354497354,0.071358576656306,0.25625,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"4849",1236,0,0.594594594594595,0.157894736842105,33,0.511904761904762,0.282608695652174,0.336363636363636,0.0540540540540541,0.283018867924528,0.154932264834955,0.0775510204081633,37,495,0.296296296296296,0.26530612244898,0.328042328042328,0.0662292722512287,0.246875,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1
"4850",1391.88,0,0.405405405405405,0,69,0.488095238095238,0.326086956521739,0.372727272727273,0.0900900900900901,0.0188679245283019,0.197672199961839,0.140816326530612,37,363,0.037037037037037,0,0.439153439153439,0.132228874155961,0.3796875,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"4851",1490.71,0,0.027027027027027,0.0526315789473684,68,0.630952380952381,0.673913043478261,0.472727272727273,0.387387387387387,0.0377358490566038,0.221713413470712,0.187755102040816,34,1,0.0925925925925926,0.0816326530612245,0.53968253968254,0.121510924652815,0.4034375,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"4852",523.1,0,0.648648648648649,0,53,0.630952380952381,0.728260869565217,0.409090909090909,0.297297297297297,0.132075471698113,0.299942759015455,0.148979591836735,34,33,0.166666666666667,0.142857142857143,0.481481481481481,0.157109828359694,0.3884375,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"4853",324.55,0,0.297297297297297,0.105263157894737,64,0.345238095238095,0,0.236363636363636,0,0.283018867924528,0.357565350124022,0.126530612244898,28,464,0.277777777777778,0.204081632653061,0.232804232804233,0.147264626173233,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"4854",294.25,0,0.0540540540540541,0.105263157894737,54,0.535714285714286,0.706521739130435,0.390909090909091,0.378378378378378,0.264150943396226,0.256439610761305,0.0877551020408163,34,387,0.259259259259259,0.244897959183673,0.248677248677249,0.0942031204544411,0.3609375,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
"4855",83.06,0,0.135135135135135,0.0526315789473684,47,0.452380952380952,0.554347826086957,0.272727272727273,0.225225225225225,0.0566037735849057,0.280671627551994,0.202040816326531,2,108,0.111111111111111,0.0408163265306122,0.597883597883598,0.202890784094563,0.434375,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"4856",1237.11,0,0.459459459459459,0.631578947368421,41,0.714285714285714,0,0.290909090909091,0,0.320754716981132,0.100934936080901,0.0693877551020408,34,14,0.333333333333333,0.326530612244898,0.317460317460317,0.0627229716280565,0.2375,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"4857",832.85,0,0.540540540540541,0.105263157894737,59,0.642857142857143,0,0.3,0,0.0377358490566038,0.138141576035108,0.0857142857142857,37,495,0.0555555555555556,0.0204081632653061,0.328042328042328,0.0706006645128692,0.2890625,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"4858",1010.41,0.132075471698113,0.108108108108108,0,67,0.119047619047619,0,0.0909090909090909,0,0.0566037735849057,0.216561724861668,0.148979591836735,7,174,0.111111111111111,0.0408163265306122,0.486772486772487,0.137205064996708,0.3928125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"4859",2241.31,0,0.675675675675676,0,75,0.607142857142857,0,0.454545454545455,0,0.113207547169811,0.300133562297272,0.240816326530612,37,447,0.111111111111111,0.0816326530612245,0.566137566137566,0.192325948155747,0.471875,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"4860",564.4,0,0.648648648648649,0.315789473684211,94,0.30952380952381,0,0.218181818181818,0,0.283018867924528,0.184125166952872,0.130612244897959,37,412,0.314814814814815,0.285714285714286,0.44973544973545,0.11092312167935,0.3015625,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"4861",175.14,0,0.0810810810810811,0.105263157894737,38,0.345238095238095,0.619565217391304,0.0272727272727273,0.324324324324324,0.0566037735849057,0.190230871970998,0.108163265306122,51,271,0.0925925925925926,0.0816326530612245,0.386243386243386,0.0791750241153864,0.3390625,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"4862",1010.41,0.169811320754717,0.027027027027027,0.0526315789473684,69,0.119047619047619,0.282608695652174,0.0636363636363636,0.027027027027027,0.132075471698113,0.178401068498378,0.118367346938776,34,3,0.240740740740741,0.142857142857143,0.46031746031746,0.0763424231752691,0.2609375,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1
"4863",327.43,0.0943396226415094,0.108108108108108,0,6,0.107142857142857,0,0.0727272727272727,0,0.132075471698113,0.185651593207403,0.104081632653061,7,168,0.148148148148148,0,0.37037037037037,0.132228874155961,0.330625,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"4864",2968.39,0,0.405405405405405,0.368421052631579,85,0.69047619047619,0,0.454545454545455,0,0.132075471698113,0.133371493989697,0.0877551020408163,7,168,0.148148148148148,0.163265306122449,0.35978835978836,0.0778735588185757,0.3290625,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"4865",936.13,0,0.567567567567568,0.210526315789474,78,0.416666666666667,0,0.309090909090909,0,0.39622641509434,0.395153596641862,0.104081632653061,15,490,0.481481481481481,0.510204081632653,0.0952380952380952,0.0870986510694983,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"4866",1475.19,0.377358490566038,0.108108108108108,0.0526315789473684,92,0.404761904761905,0,0.2,0,0.207547169811321,0.529288303758825,0.424489795918367,28,435,0.222222222222222,0.163265306122449,0.804232804232804,0.539893739186355,0.5296875,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"4867",2397.85,0,0,0,24,0.583333333333333,0,0.381818181818182,0,0,0.109330280480824,0.104081632653061,34,4,0.0925925925925926,0,0.365079365079365,0.0656244736721226,0.246875,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"4868",2860.42,0,0.486486486486487,0.105263157894737,85,0.619047619047619,0,0.363636363636364,0,0.132075471698113,0.138141576035108,0.118367346938776,37,201,0.166666666666667,0.142857142857143,0.433862433862434,0.0931849152516421,0.290625,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
"4869",106.14,0,0.459459459459459,0,59,0.404761904761905,0,0.218181818181818,0,0,0.184125166952872,0.118367346938776,8,443,0,0,0.386243386243386,0.0774142181255837,0.3328125,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"4870",1485.62,0,0.702702702702703,0,67,0.714285714285714,0.826086956521739,0.472727272727273,0.378378378378378,0.113207547169811,0.221713413470712,0.187755102040816,34,33,0.166666666666667,0.122448979591837,0.53968253968254,0.133760009799268,0.3728125,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"4871",528.07,0,0.324324324324324,0.0526315789473684,69,0.428571428571429,0,0.309090909090909,0,0.113207547169811,0.197672199961839,0.171428571428571,37,352,0.12962962962963,0.102040816326531,0.481481481481481,0.158258180092174,0.3734375,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"4872",1236,0,0.27027027027027,0.210526315789474,84,0.297619047619048,0,0.227272727272727,0,0.113207547169811,0.253386758252242,0.148979591836735,15,491,0.12962962962963,0,0.37037037037037,0.148994809450169,0.4515625,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"4873",1236,0,0.27027027027027,0.210526315789474,56,0.619047619047619,0,0.472727272727273,0,0.283018867924528,0.388475481778287,0.251020408163265,2,111,0.296296296296296,0.285714285714286,0.634920634920635,0.25448239959578,0.45625,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
"4874",346.85,0.0660377358490565,0,0,44,0.119047619047619,0,0.0818181818181818,0,0.150943396226415,0.210265216561725,0.0836734693877551,7,446,0.222222222222222,0.204081632653061,0.37037037037037,0.0767328627643123,0.278125,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
"4875",339.22,0.0660377358490565,0.189189189189189,0.0526315789473684,55,0.130952380952381,0,0.0818181818181818,0,0.169811320754717,0.178401068498378,0.118367346938776,34,3,0.240740740740741,0.142857142857143,0.46031746031746,0.0763424231752691,0.2609375,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
"4876",584.99,0,0.108108108108108,0,11,0.380952380952381,0,0.290909090909091,0,0.150943396226415,0.299942759015455,0.148979591836735,7,528,0.203703703703704,0.102040816326531,0.46031746031746,0.152133637518948,0.4125,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
"4877",318.52,0,0.243243243243243,0.0526315789473684,62,0.345238095238095,0.554347826086957,0.227272727272727,0.234234234234234,0.150943396226415,0.166762068307575,0.0877551020408163,15,264,0.203703703703704,0.163265306122449,0.354497354497354,0.0686867449587359,0.290625,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
"4878",592.44,0,0,0,12,0.25,0,0.181818181818182,0,0.0566037735849057,0.216561724861668,0.187755102040816,15,267,0.111111111111111,0.0612244897959184,0.529100529100529,0.160172099646308,0.3990625,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"4879",3734.13,0,0.189189189189189,0.0526315789473684,59,0.285714285714286,0,0.163636363636364,0,0.113207547169811,0.138141576035108,0.118367346938776,37,495,0.185185185185185,0.0816326530612245,0.433862433862434,0.079787478372709,0.2640625,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
"4880",137.54,0,0.27027027027027,0.0526315789473684,20,0.25,0.456521739130435,0.181818181818182,0.18018018018018,0.0943396226415094,0.223812249570693,0.191836734693878,48,210,0.111111111111111,0.0204081632653061,0.46031746031746,0.157875396181348,0.4265625,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"4881",4341.35,0,0.702702702702703,0.105263157894737,34,0.452380952380952,0,0.327272727272727,0,0.0377358490566038,0.299561152451822,0.271428571428571,32,409,0.0555555555555556,0.0408163265306122,0.544973544973545,0.195771003353187,0.44625,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"4882",2867.7,0,0.702702702702703,0.0526315789473684,80,0.416666666666667,0.217391304347826,0.290909090909091,0.018018018018018,0.0188679245283019,0.155886281244037,0.1,14,406,0.0185185185185185,0,0.354497354497354,0.0812420572338503,0.3171875,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"4883",75.88,0,0.648648648648649,0,62,0.333333333333333,0,0.236363636363636,0,0.0566037735849057,0.155886281244037,0.118367346938776,15,264,0.0555555555555556,0.0408163265306122,0.396825396825397,0.0878259405000689,0.3190625,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"4884",4599.66,0.207547169811321,0.297297297297297,0.315789473684211,75,0.297619047619048,0.434782608695652,0.209090909090909,0.189189189189189,0.113207547169811,0.223812249570693,0.195918367346939,37,447,0.12962962962963,0.102040816326531,0.513227513227513,0.150219717964815,0.4125,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"4885",1695.56,0.113207547169811,0.027027027027027,0.0526315789473684,79,0.404761904761905,0,0.281818181818182,0,0.0188679245283019,0.155886281244037,0.13265306122449,15,264,0.037037037037037,0,0.423280423280423,0.100075025646522,0.3059375,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"4886",632.58,0,0.162162162162162,0.105263157894737,22,0.488095238095238,0.293478260869565,0.372727272727273,0.0630630630630631,0.433962264150943,0.223239839725243,0.0775510204081633,37,259,0.462962962962963,0.326530612244898,0.232804232804233,0.0793817274272328,0.4328125,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"4887",119.25,0,0.72972972972973,0.0526315789473684,82,0.511904761904762,0,0.336363636363636,0,0.188679245283019,0.299942759015455,0.148979591836735,7,147,0.203703703703704,0.163265306122449,0.396825396825397,0.109560410956807,0.346875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"4888",631.15,0,0.675675675675676,0.263157894736842,38,0.69047619047619,0.815217391304348,0.436363636363636,0.414414414414414,0.0943396226415094,0.216561724861668,0.148979591836735,34,33,0.0925925925925926,0.102040816326531,0.455026455026455,0.152516421429774,0.4875,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"4889",802.5,0,0.459459459459459,0.315789473684211,76,0.333333333333333,0,0.236363636363636,0,0.132075471698113,0.223812249570693,0.195918367346939,37,352,0.148148148148148,0.102040816326531,0.55026455026455,0.149071366232335,0.3671875,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"4890",1314.92,0,0.378378378378378,0.0526315789473684,75,0.595238095238095,0,0.336363636363636,0,0.0188679245283019,0.178401068498378,0.116326530612245,7,168,0.148148148148148,0.163265306122449,0.391534391534392,0.0924193474299888,0.3421875,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"4891",1564.8,0,0.540540540540541,0.315789473684211,77,0.880952380952381,0,0.6,0,0.132075471698113,0.178401068498378,0.116326530612245,7,168,0.148148148148148,0.163265306122449,0.391534391534392,0.0924193474299888,0.3421875,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"4892",1248.18,0,0.135135135135135,0,67,0.583333333333333,0.760869565217391,0.363636363636364,0.468468468468468,0,0.216561724861668,0.148979591836735,34,16,0.0740740740740741,0.0204081632653061,0.497354497354497,0.136822281085881,0.3765625,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"4893",681.46,0,0.135135135135135,0.157894736842105,75,0.5,0,0.381818181818182,0,0.169811320754717,0.197672199961839,0.1,37,201,0.166666666666667,0.183673469387755,0.396825396825397,0.0834545482384284,0.3015625,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"4894",54.36,0,0.540540540540541,0.210526315789474,55,0.726190476190476,0,0.545454545454545,0,0.0754716981132075,0.138141576035108,0.1,37,363,0.0925925925925926,0.0816326530612245,0.396825396825397,0.103902864754789,0.3375,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"4895",340.61,0,0.378378378378378,0.105263157894737,67,0.5,0,0.327272727272727,0,0.150943396226415,0.223812249570693,0.191836734693878,37,447,0.203703703703704,0.204081632653061,0.513227513227513,0.127382829844896,0.39375,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"4896",3742.79,0,0.0810810810810811,0,94,0.369047619047619,0.25,0.245454545454545,0.027027027027027,0.0188679245283019,0.216561724861668,0.148979591836735,7,147,0.037037037037037,0,0.386243386243386,0.151368069697294,0.4396875,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"4897",92.43,0,0.108108108108108,0.0526315789473684,37,0.428571428571429,0,0.309090909090909,0,0.0754716981132075,0.388857088341919,0.169387755102041,32,301,0.111111111111111,0.0612244897959184,0.275132275132275,0.203595106490484,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"4898",805.46,0,0.0540540540540541,0,27,0.404761904761905,0.66304347826087,0.309090909090909,0.369369369369369,0.0754716981132075,0.344590726960504,0.242857142857143,48,423,0.0740740740740741,0.0204081632653061,0.486772486772487,0.262758187747853,0.4953125,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"4899",895.32,0.169811320754717,0.108108108108108,0,59,0.0595238095238095,0,0.0454545454545455,0,0.0754716981132075,0.216561724861668,0.187755102040816,7,174,0.111111111111111,0.0408163265306122,0.55026455026455,0.163999938754574,0.4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"4900",77.86,0,0.513513513513513,0.263157894736842,95,0.357142857142857,0,0.263636363636364,0,0.207547169811321,0.184125166952872,0.118367346938776,37,319,0.222222222222222,0.224489795918367,0.354497354497354,0.0924882485339376,0.3328125,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"4901",148.9,0,0.648648648648649,0.157894736842105,67,0.678571428571429,0.771739130434783,0.472727272727273,0.36036036036036,0.0754716981132075,0.335622972715131,0.242857142857143,32,517,0.0925925925925926,0.0816326530612245,0.486772486772487,0.203043897658894,0.4815625,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"4902",1159.83,0,0.72972972972973,0.105263157894737,57,0.535714285714286,0,0.4,0,0.283018867924528,0.282388857088342,0.155102040816327,7,256,0.296296296296296,0.244897959183673,0.380952380952381,0.213516865459111,0.4890625,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
"4903",2738.07,0.0754716981132075,0.405405405405405,0.0526315789473684,12,0.785714285714286,0,0.527272727272727,0,0.0188679245283019,0.197672199961839,0.191836734693878,37,326,0.0555555555555556,0.0204081632653061,0.55026455026455,0.189263676869134,0.433125,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4904",110.68,0,0.135135135135135,0.210526315789474,69,0.547619047619048,0,0.363636363636364,0,0.264150943396226,0.282388857088342,0.110204081632653,7,539,0.351851851851852,0.26530612244898,0.417989417989418,0.116412242960604,0.3234375,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"4905",464.34,0,0.378378378378378,0.157894736842105,94,0.452380952380952,0,0.154545454545455,0,0.320754716981132,0.258729250143102,0.148979591836735,51,507,0.333333333333333,0.244897959183673,0.486772486772487,0.119214221187855,0.3359375,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1
"4906",1010.41,0,0.0540540540540541,0.105263157894737,7,0.226190476190476,0,0.172727272727273,0,0.0377358490566038,0.482350696431979,0.230612244897959,37,341,0.0555555555555556,0,0.285714285714286,0.286092694951846,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"4907",1236,0.169811320754717,0.162162162162162,0.105263157894737,35,0.0952380952380952,0.293478260869565,0.0545454545454545,0.0630630630630631,0.320754716981132,0.100934936080901,0.0693877551020408,34,14,0.333333333333333,0.326530612244898,0.317460317460317,0.0627229716280565,0.2375,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
"4908",450.72,0,0.405405405405405,0,49,0.226190476190476,0.423913043478261,0.154545454545455,0.189189189189189,0.0188679245283019,0.197672199961839,0.140816326530612,37,352,0.037037037037037,0,0.46031746031746,0.145626311034895,0.3796875,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"4909",22.33,0,0.459459459459459,0.0526315789473684,91,0.369047619047619,0,0.281818181818182,0,0.0188679245283019,0.18526998664377,0.148979591836735,17,293,0.0185185185185185,0,0.439153439153439,0.119673561880847,0.3521875,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"4910",2167.23,0,0.0810810810810811,0,27,0.511904761904762,0.565217391304348,0.309090909090909,0.288288288288288,0.150943396226415,0.300133562297272,0.187755102040816,34,53,0.222222222222222,0.142857142857143,0.544973544973545,0.167062210041188,0.4421875,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"4911",459.7,0,0.027027027027027,0.0526315789473684,12,0.297619047619048,0.402173913043478,0.190909090909091,0.126126126126126,0.0566037735849057,0.328754054569739,0.271428571428571,6,404,0.0740740740740741,0.0816326530612245,0.502645502645503,0.168593345684494,0.471875,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"4912",336.34,0.207547169811321,0,0,76,0.238095238095238,0,0.163636363636364,0,0.169811320754717,0.109521083762641,0.0693877551020408,42,130,0.185185185185185,0.163265306122449,0.333333333333333,0.0564376598122828,0.27,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"4913",56.19,0,0.513513513513513,0.105263157894737,33,0.392857142857143,0,0.227272727272727,0,0.0377358490566038,0.157031100934936,0.118367346938776,14,265,0.037037037037037,0,0.365079365079365,0.101782241888809,0.340625,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"4914",1045.96,0,0,0,16,0.369047619047619,0,0.281818181818182,0,0.169811320754717,0.681358519366533,0.544897959183673,20,433,0.203703703703704,0.204081632653061,0.804232804232804,0.383794460351243,0.5371875,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"4915",1236,0,0.756756756756757,0.0526315789473684,59,0.464285714285714,0,0.290909090909091,0,0.0188679245283019,0.172295363480252,0.155102040816327,47,472,0.0925925925925926,0,0.46031746031746,0.0934911423803035,0.303125,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"4916",402.49,0,0.648648648648649,0.0526315789473684,18,0.547619047619048,0.304347826086957,0.390909090909091,1,0.207547169811321,0.275710742224766,0.0959183673469388,37,201,0.222222222222222,0.204081632653061,0.386243386243386,0.0841971490254322,0.3078125,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"4917",1053.58,0,0.783783783783784,0,43,0.511904761904762,0,0.390909090909091,0,0.0754716981132075,0.487883991604656,0.3,48,328,0.12962962962963,0.0816326530612245,0.407407407407407,0.283045735021666,0.628125,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
"4918",1236,0.0660377358490565,0.27027027027027,0,49,0.214285714285714,0,0.1,0,0.0188679245283019,0.138141576035108,0.118367346938776,37,495,0.037037037037037,0,0.428571428571429,0.0709834484236959,0.2984375,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"4919",1898.4,0,0.108108108108108,0,25,0.547619047619048,0.673913043478261,0.154545454545455,0.387387387387387,0.113207547169811,0.155886281244037,0.0877551020408163,14,386,0.12962962962963,0.0816326530612245,0.354497354497354,0.0678828987459999,0.26875,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0
"4920",139.33,0,0.162162162162162,0.315789473684211,77,0.75,0,0.572727272727273,0,0.245283018867925,0.100934936080901,0.0693877551020408,7,139,0.333333333333333,0.346938775510204,0.322751322751323,0.0545543629710156,0.35625,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1
"4921",101.59,0,0.108108108108108,0,78,0.380952380952381,0.239130434782609,0.281818181818182,0.036036036036036,0.113207547169811,0.275710742224766,0.210204081632653,37,352,0.148148148148148,0.122448979591837,0.571428571428571,0.163999938754574,0.396875,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
